start station id,Station Name,start station latitude,start station longitude,Number of Starts 2018,Percentage of Total Starts 2018,end station id,end station latitude,end station longitude,Number of Ends 2018,Percentage of Total Ends 2018
3119.0,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,1752.0,3.83,3119,40.74232744,-73.95411749,1393,1.81
356.0,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,1752.0,3.83,356,40.71622644,-73.98261206,1032,1.34
308.0,St James Pl & Oliver St,40.71307916,-73.99851193,1744.0,3.81,308,40.71307916,-73.99851193,1568,2.04
3305.0,E 91 St & 2 Ave,40.7811223,-73.94965589,1742.0,3.8,3305,40.7811223,-73.94965589,1129,1.47
143.0,Clinton St & Joralemon St,40.69239502,-73.99337909,1738.0,3.79,143,40.69239502,-73.99337909,518,0.67
342.0,Columbia St & Rivington St,40.71739973,-73.98016555,1721.0,3.76,342,40.71739973,-73.98016555,1447,1.88
3172.0,W 74 St & Columbus Ave,40.7785669,-73.97754961,1721.0,3.76,3172,40.7785669,-73.97754961,1302,1.69
3177.0,W 84 St & Broadway,40.7867947,-73.977112,1713.0,3.74,3177,40.7867947,-73.977112,1205,1.57
427.0,Bus Slip & State St,40.701907,-74.013942,1690.0,3.69,427,40.701907,-74.013942,1619,2.11
3086.0,Graham Ave & Conselyea St,40.715143,-73.944507,1688.0,3.69,3086,40.715143,-73.944507,1162,1.51
406.0,Hicks St & Montague St,40.69512845,-73.99595065,1687.0,3.68,406,40.69512845,-73.99595065,1049,1.36
398.0,Atlantic Ave & Furman St,40.69165183,-73.99997859999999,1678.0,3.66,398,40.69165183,-73.99997859999999,983,1.28
393.0,E 5 St & Avenue C,40.72299208,-73.97995466,1672.0,3.65,393,40.72299208,-73.97995466,1566,2.04
2023.0,E 55 St & Lexington Ave,40.75968085,-73.97031366,1665.0,3.64,2023,40.75968085,-73.97031366,1424,1.85
481.0,S 3 St & Bedford Ave,40.71260486,-73.96264403,1656.0,3.62,481,40.71260486,-73.96264403,1305,1.7
351.0,Front St & Maiden Ln,40.70530954,-74.00612572,1642.0,3.59,351,40.70530954,-74.00612572,1568,2.04
415.0,Pearl St & Hanover Square,40.7047177,-74.00926027,1634.0,3.57,415,40.7047177,-74.00926027,1546,2.01
366.0,Clinton Ave & Myrtle Ave,40.693261,-73.968896,1617.0,3.53,366,40.693261,-73.968896,1209,1.57
306.0,Cliff St & Fulton St_1,40.70823502,-74.00530063,1610.0,3.52,306,40.70823502,-74.00530063,1466,1.91
276.0,Duane St & Greenwich St,40.71748752,-74.0104554,1601.0,3.5,276,40.71748752,-74.0104554,1466,1.91
389.0,Broadway & Berry St,40.71044554,-73.96525063,1600.0,3.49,389,40.71044554,-73.96525063,1351,1.76
3148.0,E 84 St & 1 Ave,40.77565541,-73.95068615,1586.0,3.46,3148,40.77565541,-73.95068615,1155,1.5
411.0,E 6 St & Avenue D,40.72228087,-73.97668709,1584.0,3.46,411,40.72228087,-73.97668709,1470,1.91
3285.0,W 87 St & Amsterdam Ave,40.78839,-73.9747,1582.0,3.45,3285,40.78839,-73.9747,1056,1.37
349.0,Rivington St & Ridge St,40.71850211,-73.98329859,1580.0,3.45,349,40.71850211,-73.98329859,1476,1.92
376.0,John St & William St,40.70862144,-74.00722156,1576.0,3.44,376,40.70862144,-74.00722156,1455,1.89
264.0,Maiden Ln & Pearl St,40.70706456,-74.00731853,1548.0,3.38,264,40.70706456,-74.00731853,1448,1.88
332.0,Cherry St,40.71219906,-73.97948148,1536.0,3.35,332,40.71219906,-73.97948148,1465,1.91
3134.0,3 Ave & E 62 St,40.76312584,-73.96526895,1527.0,3.33,3134,40.76312584,-73.96526895,1170,1.52
316.0,Fulton St & William St,40.70955958,-74.00653609,1519.0,3.32,316,40.70955958,-74.00653609,1403,1.82
454.0,E 51 St & 1 Ave,40.75455731,-73.96592976,1517.0,3.31,454,40.75455731,-73.96592976,1373,1.79
3155.0,Lexington Ave & E 63 St,40.76440023,-73.96648977,1508.0,3.29,3155,40.76440023,-73.96648977,1206,1.57
3110.0,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,1495.0,3.26,3110,40.72708584,-73.95299117,1287,1.67
534.0,Water - Whitehall Plaza,40.70255065,-74.0127234,1490.0,3.25,534,40.70255065,-74.0127234,1405,1.83
314.0,Cadman Plaza West & Montague St,40.69383,-73.990539,1483.0,3.24,314,40.69383,-73.990539,857,1.11
258.0,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,1481.0,3.23,258,40.68940747,-73.96885458,756,0.98
340.0,Madison St & Clinton St,40.71269042,-73.98776323,1473.0,3.22,340,40.71269042,-73.98776323,1386,1.8
3232.0,Bond St & Fulton St,40.68962189,-73.98304269,1468.0,3.21,3232,40.68962189,-73.98304269,998,1.3
270.0,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,1451.0,3.17,270,40.69308257,-73.97178913,1213,1.58
2009.0,Catherine St & Monroe St,40.71117444,-73.99682619,1443.0,3.15,2009,40.71117444,-73.99682619,1380,1.79
3290.0,E 89 St & York Ave,40.7779453,-73.94604100000001,1443.0,3.15,3290,40.7779453,-73.94604100000001,1037,1.35
324.0,DeKalb Ave & Hudson Ave,40.689888,-73.981013,1439.0,3.14,324,40.689888,-73.981013,2164,2.81
157.0,Henry St & Atlantic Ave,40.69089272,-73.99612349,1424.0,3.11,157,40.69089272,-73.99612349,971,1.26
360.0,William St & Pine St,40.70717936,-74.00887308,1423.0,3.11,360,40.70717936,-74.00887308,1324,1.72
3113.0,Greenpoint Ave & Manhattan Ave,40.730259999999994,-73.95394,1417.0,3.09,3113,40.730259999999994,-73.95394,1171,1.52
3292.0,5 Ave & E 93 St,40.785785100000005,-73.957481,1404.0,3.07,3292,40.785785100000005,-73.957481,1013,1.32
3293.0,W 92 St & Broadway,40.7921,-73.9739,1399.0,3.05,3293,40.7921,-73.9739,769,1.0
282.0,Kent Ave & S 11 St,40.70764494,-73.96841526,1388.0,3.03,282,40.70764494,-73.96841526,1150,1.5
3139.0,E 72 St & Park Ave,40.77118288,-73.96409422,1378.0,3.01,3139,40.77118288,-73.96409422,1071,1.39
516.0,E 47 St & 1 Ave,40.75206862,-73.96784384,1376.0,3.0,516,40.75206862,-73.96784384,1223,1.59
274.0,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,1373.0,3.0,274,40.68691865,-73.976682,952,1.24
3286.0,E 89 St & 3 Ave,40.7806284,-73.9521667,1369.0,2.99,3286,40.7806284,-73.9521667,904,1.18
291.0,Madison St & Montgomery St,40.713126,-73.984844,1353.0,2.95,291,40.713126,-73.984844,1243,1.62
3169.0,Riverside Dr & W 82 St,40.78720869,-73.98128127,1351.0,2.95,3169,40.78720869,-73.98128127,1019,1.33
3151.0,E 81 St & York Ave,40.7728384,-73.94989233,1334.0,2.91,3151,40.7728384,-73.94989233,983,1.28
249.0,Harrison St & Hudson St,40.71870987,-74.0090009,1311.0,2.86,249,40.71870987,-74.0090009,1241,1.61
331.0,Pike St & Monroe St,40.71173107,-73.99193043,1308.0,2.86,331,40.71173107,-73.99193043,1216,1.58
390.0,Duffield St & Willoughby St,40.69221589,-73.9842844,1297.0,2.83,390,40.69221589,-73.9842844,883,1.15
3145.0,E 84 St & Park Ave,40.77862688,-73.95772073,1291.0,2.82,3145,40.77862688,-73.95772073,901,1.17
310.0,State St & Smith St,40.68926942,-73.98912867,1286.0,2.81,310,40.68926942,-73.98912867,754,0.98
414.0,Pearl St & Anchorage Pl,40.70281858,-73.98765762,1283.0,2.8,414,40.70281858,-73.98765762,1183,1.54
3242.0,Schermerhorn St & Court St,40.69102926,-73.99183363,1271.0,2.78,3242,40.69102926,-73.99183363,636,0.83
3096.0,Union Ave & N 12 St,40.71924,-73.95241999999999,1256.0,2.74,3096,40.71924,-73.95241999999999,1119,1.46
503.0,E 20 St & Park Ave,40.73827428,-73.98751968,1256.0,2.74,503,40.73827428,-73.98751968,1118,1.45
3108.0,Nassau Ave & Russell St,40.725570000000005,-73.94434,1249.0,2.73,3108,40.725570000000005,-73.94434,1053,1.37
244.0,Willoughby Ave & Hall St,40.69196035,-73.96536851,1248.0,2.72,244,40.69196035,-73.96536851,859,1.12
266.0,Avenue D & E 8 St,40.72368361,-73.97574813,1247.0,2.72,266,40.72368361,-73.97574813,1127,1.47
337.0,Old Slip & Front St,40.703799200000006,-74.00838676,1246.0,2.72,337,40.703799200000006,-74.00838676,1173,1.53
408.0,Market St & Cherry St,40.71076228,-73.99400398,1244.0,2.72,408,40.71076228,-73.99400398,1185,1.54
437.0,Macon St & Nostrand Ave,40.68098339,-73.95004798,1225.0,2.67,437,40.68098339,-73.95004798,920,1.2
3146.0,E 81 St & 3 Ave,40.77573034,-73.9567526,1223.0,2.67,3146,40.77573034,-73.9567526,912,1.19
3087.0,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,1208.0,2.64,3087,40.71413311,-73.95234386,1127,1.47
3124.0,46 Ave & 5 St,40.74731,-73.95451,1203.0,2.63,3124,40.74731,-73.95451,812,1.06
399.0,Lafayette Ave & St James Pl,40.68851534,-73.9647628,1193.0,2.6,399,40.68851534,-73.9647628,484,0.63
3078.0,Broadway & Roebling St,40.70924826,-73.96063149,1191.0,2.6,3078,40.70924826,-73.96063149,1081,1.41
3180.0,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,1189.0,2.6,3180,40.69878,-73.99712,882,1.15
322.0,Clinton St & Tillary St,40.696191999999996,-73.991218,1181.0,2.58,322,40.696191999999996,-73.991218,838,1.09
3136.0,5 Ave & E 63 St,40.766368,-73.971518,1176.0,2.57,3136,40.766368,-73.971518,996,1.3
416.0,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,1170.0,2.55,416,40.68753406,-73.97265183,723,0.94
260.0,Broad St & Bridge St,40.70365182,-74.01167797,1165.0,2.54,260,40.70365182,-74.01167797,1100,1.43
364.0,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,1163.0,2.54,364,40.68900443,-73.96023854,736,0.96
3178.0,Riverside Dr & W 78 St,40.78414472,-73.98362492,1155.0,2.52,3178,40.78414472,-73.98362492,835,1.09
3109.0,Banker St & Meserole Ave,40.72606,-73.95621,1148.0,2.51,3109,40.72606,-73.95621,1075,1.4
3289.0,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,1144.0,2.5,3289,40.79017948,-73.97288918,694,0.9
3085.0,Roebling St & N 4 St,40.714690000000004,-73.95739,1134.0,2.48,3085,40.714690000000004,-73.95739,954,1.24
232.0,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,1129.0,2.47,232,40.69597683,-73.99014892,969,1.26
3082.0,Hope St & Union Ave,40.71167351,-73.95141312,1127.0,2.46,3082,40.71167351,-73.95141312,1041,1.35
380.0,W 4 St & 7 Ave S,40.73401143,-74.00293877,1124.0,2.45,380,40.73401143,-74.00293877,1046,1.36
471.0,Grand St & Havemeyer St,40.71286844,-73.95698119,1117.0,2.44,471,40.71286844,-73.95698119,1055,1.37
3135.0,E 75 St & 3 Ave,40.77112927,-73.95772297,1114.0,2.43,3135,40.77112927,-73.95772297,838,1.09
3116.0,Huron St & Franklin St,40.732659999999996,-73.95826,1111.0,2.43,3116,40.732659999999996,-73.95826,1033,1.34
3106.0,Driggs Ave & N Henry St,40.72325,-73.94308000000001,1107.0,2.42,3106,40.72325,-73.94308000000001,916,1.19
3115.0,India St & Manhattan Ave,40.73232194,-73.9550858,1104.0,2.41,3115,40.73232194,-73.9550858,968,1.26
3074.0,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,1102.0,2.41,3074,40.70767788,-73.94016171,961,1.25
354.0,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,1097.0,2.4,354,40.69363137,-73.96223558,944,1.23
3118.0,McGuinness Blvd & Eagle St,40.73555,-73.95284000000001,1090.0,2.38,3118,40.73555,-73.95284000000001,972,1.26
241.0,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,1084.0,2.37,241,40.68981035,-73.97493121,712,0.93
3150.0,E 85 St & York Ave,40.77536905,-73.94803392,1080.0,2.36,3150,40.77536905,-73.94803392,860,1.12
83.0,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,1079.0,2.36,83,40.68382604,-73.97632328,519,0.67
3131.0,E 68 St & 3 Ave,40.7671284,-73.96224618,1076.0,2.35,3131,40.7671284,-73.96224618,831,1.08
3064.0,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,1058.0,2.31,3064,40.69681963,-73.93756926,908,1.18
3101.0,N 12 St & Bedford Ave,40.72079821,-73.95484712,1043.0,2.28,3101,40.72079821,-73.95484712,929,1.21
261.0,Johnson St & Gold St,40.69474881,-73.98362464,1021.0,2.23,261,40.69474881,-73.98362464,745,0.97
3300.0,Prospect Park West & 8 St,40.66514682,-73.97637606,1011.0,2.21,3300,40.66514682,-73.97637606,248,0.32
3077.0,Stagg St & Union Ave,40.70877084,-73.95095259,1000.0,2.18,3077,40.70877084,-73.95095259,869,1.13
3126.0,44 Dr & Jackson Ave,40.74718234,-73.9432635,989.0,2.16,3126,40.74718234,-73.9432635,560,0.73
242.0,Carlton Ave & Flushing Ave,40.697787,-73.973736,988.0,2.16,242,40.697787,-73.973736,737,0.96
313.0,Washington Ave & Park Ave,40.69610226,-73.96751037,959.0,2.09,313,40.69610226,-73.96751037,820,1.07
407.0,Henry St & Poplar St,40.700469,-73.991454,957.0,2.09,407,40.700469,-73.991454,661,0.86
339.0,Avenue D & E 12 St,40.72580614,-73.97422494,947.0,2.07,339,40.72580614,-73.97422494,749,0.97
262.0,Washington Park,40.6917823,-73.97372990000001,940.0,2.05,262,40.6917823,-73.97372990000001,621,0.81
3100.0,Nassau Ave & Newell St,40.72481256,-73.94752622,936.0,2.04,3100,40.72481256,-73.94752622,849,1.1
3298.0,Warren St & Court St,40.686371,-73.99383324,926.0,2.02,3298,40.686371,-73.99383324,396,0.51
3294.0,E 91 St & Park Ave,40.7835016,-73.955327,912.0,1.99,3294,40.7835016,-73.955327,654,0.85
418.0,Front St & Gold St,40.70224,-73.982578,911.0,1.99,418,40.70224,-73.982578,776,1.01
248.0,Laight St & Hudson St,40.72185379,-74.00771779,891.0,1.95,248,40.72185379,-74.00771779,826,1.07
3231.0,E 67 St & Park Ave,40.767800799999996,-73.96592081,885.0,1.93,3231,40.767800799999996,-73.96592081,684,0.89
420.0,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,878.0,1.92,420,40.68764484,-73.96968902,403,0.52
365.0,Fulton St & Grand Ave,40.68223166,-73.9614583,876.0,1.91,365,40.68223166,-73.9614583,538,0.7
3103.0,N 11 St & Wythe Ave,40.72153267,-73.95782357,870.0,1.9,3103,40.72153267,-73.95782357,759,0.99
3152.0,3 Ave & E 71 St,40.76873687,-73.96119945,867.0,1.89,3152,40.76873687,-73.96119945,673,0.88
3304.0,6 Ave & 9 St,40.668127,-73.98377641,864.0,1.89,3304,40.668127,-73.98377641,176,0.23
3117.0,Franklin St & Dupont St,40.735640000000004,-73.95866,850.0,1.86,3117,40.735640000000004,-73.95866,781,1.02
3125.0,45 Rd & 11 St,40.74708586,-73.94977234,848.0,1.85,3125,40.74708586,-73.94977234,636,0.83
3284.0,E 88 St & Park Ave,40.7814107,-73.95595908,839.0,1.83,3284,40.7814107,-73.95595908,561,0.73
344.0,Monroe St & Bedford Ave,40.6851443,-73.95380904,830.0,1.81,344,40.6851443,-73.95380904,621,0.81
243.0,Fulton St & Rockwell Pl,40.688226,-73.979382,828.0,1.81,243,40.688226,-73.979382,951,1.24
353.0,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,790.0,1.72,353,40.68539567,-73.97431458,409,0.53
120.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168,786.0,1.72,120,40.68676793,-73.95928168,506,0.66
343.0,Clinton Ave & Flushing Ave,40.69794,-73.96986848,786.0,1.72,343,40.69794,-73.96986848,731,0.95
82.0,St James Pl & Pearl St,40.71117416,-74.00016545,771.0,1.68,82,40.71117416,-74.00016545,728,0.95
275.0,Washington Ave & Greene Ave,40.68650065,-73.96563307,762.0,1.66,275,40.68650065,-73.96563307,417,0.54
3102.0,Driggs Ave & Lorimer St,40.72179134,-73.95041540000001,755.0,1.65,3102,40.72179134,-73.95041540000001,623,0.81
3296.0,E 93 St & 2 Ave,40.78245418,-73.94891962,737.0,1.61,3296,40.78245418,-73.94891962,372,0.48
3105.0,N 15 St & Wythe Ave,40.724055,-73.955736,732.0,1.6,3105,40.724055,-73.955736,656,0.85
3081.0,Graham Ave & Grand St,40.711863,-73.944024,729.0,1.59,3081,40.711863,-73.944024,591,0.77
216.0,Columbia Heights & Cranberry St,40.70037867,-73.99548059,721.0,1.57,216,40.70037867,-73.99548059,478,0.62
2022.0,E 60 St & York Ave,40.759107,-73.959223,701.0,1.53,2022,40.759107,-73.959223,584,0.76
3076.0,Scholes St & Manhattan Ave,40.70870368,-73.9448625,700.0,1.53,3076,40.70870368,-73.9448625,605,0.79
400.0,Pitt St & Stanton St,40.71926081,-73.98178024,695.0,1.52,400,40.71926081,-73.98178024,627,0.82
341.0,Stanton St & Mangin St,40.71782143,-73.97628939,679.0,1.48,341,40.71782143,-73.97628939,641,0.83
3083.0,Bushwick Ave & Powers St,40.71247661,-73.94100005,673.0,1.47,3083,40.71247661,-73.94100005,551,0.72
238.0,Bank St & Washington St,40.7361967,-74.00859207,669.0,1.46,238,40.7361967,-74.00859207,618,0.8
3080.0,S 4 St & Rodney St,40.709340000000005,-73.95608,664.0,1.45,3080,40.709340000000005,-73.95608,585,0.76
396.0,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,635.0,1.39,396,40.68034242,-73.95576894,322,0.42
409.0,DeKalb Ave & Skillman St,40.6906495,-73.95643107,633.0,1.38,409,40.6906495,-73.95643107,450,0.59
3303.0,Butler St & Court St,40.6849894,-73.99440329,623.0,1.36,3303,40.6849894,-73.99440329,294,0.38
419.0,Carlton Ave & Park Ave,40.69580705,-73.97355569,616.0,1.34,419,40.69580705,-73.97355569,483,0.63
397.0,Fulton St & Clermont Ave,40.68415748,-73.96922273,609.0,1.33,397,40.68415748,-73.96922273,305,0.4
289.0,Monroe St & Classon Ave,40.684568299999995,-73.95881081,600.0,1.31,289,40.684568299999995,-73.95881081,284,0.37
3297.0,6 St & 7 Ave,40.668662700000006,-73.97988067,594.0,1.3,3297,40.668662700000006,-73.97988067,134,0.17
278.0,Concord St & Bridge St,40.69766564,-73.98476437,590.0,1.29,278,40.69766564,-73.98476437,485,0.63
372.0,Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,577.0,1.26,372,40.69454609,-73.95801365,495,0.64
245.0,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,566.0,1.24,245,40.69327018,-73.97703874,440,0.57
3094.0,Graham Ave & Withers St,40.7169811,-73.94485918,565.0,1.23,3094,40.7169811,-73.94485918,475,0.62
144.0,Nassau St & Navy St,40.69839895,-73.98068914,565.0,1.23,144,40.69839895,-73.98068914,566,0.74
3157.0,East End Ave & E 86 St,40.77518615,-73.94446054,555.0,1.21,3157,40.77518615,-73.94446054,425,0.55
3241.0,Monroe St & Tompkins Ave,40.686203000000006,-73.944694,552.0,1.21,3241,40.686203000000006,-73.944694,442,0.57
3050.0,Putnam Ave & Throop Ave,40.6851532,-73.94111,533.0,1.16,3050,40.6851532,-73.94111,406,0.53
3049.0,Cambridge Pl & Gates Ave,40.68488,-73.96304,527.0,1.15,3049,40.68488,-73.96304,330,0.43
3068.0,Humboldt St & Varet St,40.7031724,-73.940636,525.0,1.15,3068,40.7031724,-73.940636,500,0.65
280.0,E 10 St & 5 Ave,40.73331967,-73.99510132,523.0,1.14,280,40.73331967,-73.99510132,509,0.66
3047.0,Halsey St & Tompkins Ave,40.682368700000005,-73.944118,521.0,1.14,3047,40.682368700000005,-73.944118,446,0.58
436.0,Hancock St & Bedford Ave,40.68216564,-73.95399026,510.0,1.11,436,40.68216564,-73.95399026,301,0.39
3144.0,E 81 St & Park Ave,40.77677702,-73.95900970000001,509.0,1.11,3144,40.77677702,-73.95900970000001,398,0.52
3062.0,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,506.0,1.1,3062,40.69539817,-73.94954908,477,0.62
3067.0,Broadway & Whipple St,40.7016657,-73.9437303,502.0,1.1,3067,40.7016657,-73.9437303,468,0.61
3052.0,Lewis Ave & Madison St,40.686312,-73.935775,487.0,1.06,3052,40.686312,-73.935775,430,0.56
3249.0,Verona Pl & Fulton St,40.68035608,-73.9476791,485.0,1.06,3249,40.68035608,-73.9476791,365,0.47
421.0,Clermont Ave & Park Ave,40.69573398,-73.97129668,482.0,1.05,421,40.69573398,-73.97129668,349,0.45
3130.0,21 St & Queens Plaza North,40.75325964,-73.94335788,480.0,1.05,3130,40.75325964,-73.94335788,158,0.21
3120.0,Center Blvd & Borden Ave,40.741609999999994,-73.96044,472.0,1.03,3120,40.741609999999994,-73.96044,332,0.43
3073.0,Division Ave & Hooper St,40.70691254,-73.95441667,458.0,1.0,3073,40.70691254,-73.95441667,383,0.5
3057.0,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,448.0,0.98,3057,40.69128258,-73.9452416,390,0.51
3095.0,Graham Ave & Herbert St,40.71929301,-73.94500379,443.0,0.97,3095,40.71929301,-73.94500379,405,0.53
3302.0,Columbus Ave & W 103 St,40.7969347,-73.96434123,437.0,0.95,3302,40.7969347,-73.96434123,116,0.15
3088.0,Union Ave & Jackson St,40.7160751,-73.95202900000001,435.0,0.95,3088,40.7160751,-73.95202900000001,417,0.54
373.0,Willoughby Ave & Walworth St,40.69331716,-73.95381995,421.0,0.92,373,40.69331716,-73.95381995,368,0.48
3054.0,Greene Ave & Throop Ave,40.6894932,-73.942061,416.0,0.91,3054,40.6894932,-73.942061,351,0.46
3046.0,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,415.0,0.91,3046,40.682601,-73.938037,361,0.47
3042.0,Fulton St & Utica Ave,40.6794268,-73.92989109999999,415.0,0.91,3042,40.6794268,-73.92989109999999,334,0.43
2001.0,Sands St & Navy St,40.699773,-73.979927,412.0,0.9,2001,40.699773,-73.979927,384,0.5
443.0,Bedford Ave & S 9 St,40.70853074,-73.96408963,410.0,0.9,443,40.70853074,-73.96408963,252,0.33
3071.0,Boerum St & Broadway,40.70538077,-73.94976519,409.0,0.89,3071,40.70538077,-73.94976519,366,0.48
3306.0,10 St & 7 Ave,40.666207799999995,-73.98199886,397.0,0.87,3306,40.666207799999995,-73.98199886,156,0.2
3121.0,Jackson Ave & 46 Rd,40.74524768,-73.94733276,389.0,0.85,3121,40.74524768,-73.94733276,256,0.33
3066.0,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,387.0,0.84,3066,40.69957608,-73.94708417,377,0.49
345.0,W 13 St & 6 Ave,40.73649403,-73.99704374,386.0,0.84,345,40.73649403,-73.99704374,353,0.46
3056.0,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,385.0,0.84,3056,40.69072549,-73.95133465,316,0.41
3055.0,Greene Ave & Nostrand Ave,40.68833370000001,-73.950916,373.0,0.81,3055,40.68833370000001,-73.950916,258,0.34
3060.0,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,371.0,0.81,3060,40.69425403,-73.94626915,330,0.43
3058.0,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,367.0,0.8,3058,40.69237074,-73.93705428,272,0.35
3048.0,Putnam Ave & Nostrand Ave,40.684020000000004,-73.94977,352.0,0.77,3048,40.684020000000004,-73.94977,281,0.37
3041.0,Kingston Ave & Herkimer St,40.67890679,-73.94142771,345.0,0.75,3041,40.67890679,-73.94142771,213,0.28
152.0,Warren St & Church St,40.71473993,-74.00910627,339.0,0.74,152,40.71473993,-74.00910627,326,0.42
3091.0,Frost St & Meeker St,40.71764,-73.94882,334.0,0.73,3091,40.71764,-73.94882,284,0.37
3069.0,Lorimer St & Broadway,40.70411791,-73.94818595,334.0,0.73,3069,40.70411791,-73.94818595,316,0.41
3122.0,48 Ave & 5 St,40.74436329,-73.95587325,334.0,0.73,3122,40.74436329,-73.95587325,253,0.33
3063.0,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,301.0,0.66,3063,40.69527008,-73.95238108,262,0.34
3123.0,31 St & Thomson Ave,40.74469738,-73.93540375,294.0,0.64,3123,40.74469738,-73.93540375,193,0.25
3072.0,Leonard St & Boerum St,40.70583339,-73.94644578,292.0,0.64,3072,40.70583339,-73.94644578,219,0.28
3179.0,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,288.0,0.63,3179,40.698617,-73.941342,253,0.33
3288.0,E 88 St & 1 Ave,40.778301,-73.9488134,284.0,0.62,3288,40.778301,-73.9488134,208,0.27
3070.0,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,279.0,0.61,3070,40.70510918,-73.94407279,259,0.34
3128.0,21 St & 43 Ave,40.75052534,-73.94594845,259.0,0.57,3128,40.75052534,-73.94594845,137,0.18
3127.0,9 St & 44 Rd,40.74966,-73.9521,254.0,0.55,3127,40.74966,-73.9521,139,0.18
3221.0,47 Ave & 31 St,40.743,-73.93561,253.0,0.55,3221,40.743,-73.93561,175,0.23
3059.0,Pulaski St & Marcus Garvey Blvd,40.693398200000004,-73.939877,245.0,0.53,3059,40.693398200000004,-73.939877,214,0.28
3065.0,Union Ave & Wallabout St,40.70029511,-73.95032283,245.0,0.53,3065,40.70029511,-73.95032283,246,0.32
3053.0,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000001,242.0,0.53,3053,40.6900815,-73.94791500000001,172,0.22
3075.0,Division Ave & Marcy Ave,40.70708701,-73.95796783,221.0,0.48,3075,40.70708701,-73.95796783,184,0.24
119.0,Park Ave & St Edwards St,40.69608941,-73.97803415,221.0,0.48,119,40.69608941,-73.97803415,216,0.28
253.0,W 13 St & 5 Ave,40.73543934,-73.99453948,207.0,0.45,253,40.73543934,-73.99453948,198,0.26
3061.0,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,185.0,0.4,3061,40.69622937,-73.94371094,156,0.2
3299.0,E 98 St & Park Ave,40.788129999999995,-73.95206,183.0,0.4,3299,40.788129999999995,-73.95206,65,0.08
3043.0,Lewis Ave & Decatur St,40.6814598,-73.934903,181.0,0.4,3043,40.6814598,-73.934903,123,0.16
3044.0,Albany Ave & Fulton St,40.6800105,-73.938475,160.0,0.35,3044,40.6800105,-73.938475,110,0.14
2005.0,Railroad Ave & Kay Ave,40.70531194,-73.97100056,108.0,0.24,2005,40.70531194,-73.97100056,124,0.16
223.0,W 13 St & 7 Ave,40.73781509,-73.99994661,86.0,0.19,223,40.73781509,-73.99994661,104,0.14
3239.0,Bressler,40.64653837,-74.01658773,33.0,0.07,3239,40.64653837,-74.01658773,33,0.04
3254.0,Soissons Landing,40.69231661,-74.01486576,6.0,0.01,3254,40.69231661,-74.01486576,8,0.01
3182.0,Yankee Ferry Terminal,40.686931,-74.016966,3.0,0.01,3182,40.686931,-74.016966,3,0.0
3245.0,NYCBS DEPOT - DELANCEY,40.71644423,-73.98233056,1.0,0.0,3245,40.71644423,-73.98233056,36,0.05
,W 16 St & 8 Ave,,,,,3660,40.74102151,-74.00138497,5383,7.0
,Broadway & W 25 St,,,,,3641,40.74286877,-73.98918629,5217,6.78
,Grand St & Elizabeth St,,,,,3435,40.718821999999996,-73.99596,4582,5.96
,W 52 St & 6 Ave,,,,,3443,40.76132983,-73.97982001,4007,5.21
,Lafayette St & Jersey St,,,,,3427,40.72430527,-73.99600983,3938,5.12
,E 12 St & Avenue B,,,,,3632,40.72804857,-73.9788115,3014,3.92
,W 55 St & 6 Ave,,,,,3458,40.76309387,-73.97835016,2901,3.77
