start station id,Station Name,start station latitude,start station longitude,Number of Starts 2019,Percentage of Total Starts 2019,end station id,end station latitude,end station longitude,Number of Ends 2019,Percentage of Total Ends 2019
523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,4516.0,5.87,523,40.75466591,-73.99138152,4497,5.79
505.0,6 Ave & W 33 St,40.74901271,-73.98848395,4469.0,5.81,505,40.74901271,-73.98848395,4468,5.75
3641.0,Broadway & W 25 St,40.74286877,-73.98918629,4461.0,5.8,3641,40.74286877,-73.98918629,4487,5.77
477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,4452.0,5.79,477,40.75640548,-73.9900262,4562,5.87
151.0,Cleveland Pl & Spring St,40.72210379,-73.99724901,4287.0,5.57,151,40.72210379,-73.99724901,4332,5.58
504.0,1 Ave & E 16 St,40.73221853,-73.98165557,4283.0,5.57,504,40.73221853,-73.98165557,4230,5.44
379.0,W 31 St & 7 Ave,40.749156,-73.9916,4274.0,5.56,379,40.749156,-73.9916,4276,5.5
382.0,University Pl & E 14 St,40.73492695,-73.99200509,4238.0,5.51,382,40.73492695,-73.99200509,4439,5.71
281.0,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,4221.0,5.49,281,40.764397100000004,-73.97371465,4107,5.29
3002.0,South End Ave & Liberty St,40.711512,-74.01575600000001,4184.0,5.44,3002,40.711512,-74.01575600000001,4191,5.39
492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,4164.0,5.41,492,40.75019995,-73.99093085,4256,5.48
491.0,E 24 St & Park Ave S,40.74096374,-73.98602213,4143.0,5.39,491,40.74096374,-73.98602213,4256,5.48
465.0,Broadway & W 41 St,40.75513557,-73.98658032,4135.0,5.38,465,40.75513557,-73.98658032,4166,5.36
468.0,Broadway & W 56 St,40.7652654,-73.98192338,4107.0,5.34,468,40.7652654,-73.98192338,4077,5.25
229.0,Great Jones St,40.72743423,-73.99379025,4092.0,5.32,229,40.72743423,-73.99379025,4306,5.54
3263.0,Cooper Square & Astor Pl,40.72951496,-73.9907527,4062.0,5.28,3263,40.72951496,-73.9907527,4307,5.54
445.0,E 10 St & Avenue A,40.72740794,-73.98142006,3973.0,5.17,445,40.72740794,-73.98142006,3851,4.96
3435.0,Grand St & Elizabeth St,40.718821999999996,-73.99596,3942.0,5.13,3435,40.718821999999996,-73.99596,3980,5.12
2006.0,Central Park S & 6 Ave,40.76590936,-73.97634151,3940.0,5.12,2006,40.76590936,-73.97634151,3850,4.95
3711.0,E 13 St & Avenue A,40.72966729,-73.98067966,3870.0,5.03,3711,40.72966729,-73.98067966,3658,4.71
458.0,11 Ave & W 27 St,40.751396,-74.00522600000001,3805.0,4.95,458,40.751396,-74.00522600000001,3905,5.03
432.0,E 7 St & Avenue A,40.72621788,-73.98379855,3672.0,4.78,432,40.72621788,-73.98379855,3223,4.15
173.0,Broadway & W 49 St,40.76068327,-73.98452729,3671.0,4.77,173,40.76068327,-73.98452729,3738,4.81
327.0,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,3652.0,4.75,327,40.715337899999994,-74.01658354,3644,4.69
509.0,9 Ave & W 22 St,40.7454973,-74.00197139,3651.0,4.75,509,40.7454973,-74.00197139,3744,4.82
446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,3636.0,4.73,446,40.74487634,-73.99529885,3638,4.68
168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,3588.0,4.67,168,40.73971301,-73.99456405,3649,4.7
3233.0,E 48 St & 5 Ave,40.75724568,-73.97805914,3586.0,4.66,3233,40.75724568,-73.97805914,3687,4.75
3707.0,Lexington Ave & E 26 St,40.741459000000006,-73.983293,3569.0,4.64,3707,40.741459000000006,-73.983293,3491,4.49
517.0,Pershing Square South,40.751581,-73.97791,3560.0,4.63,517,40.751581,-73.97791,3459,4.45
3686.0,Gansevoort St & Hudson St,40.739448200000005,-74.00507033,3532.0,4.59,3686,40.739448200000005,-74.00507033,3576,4.6
3443.0,W 52 St & 6 Ave,40.76132983,-73.97982001,3522.0,4.58,3443,40.76132983,-73.97982001,3663,4.71
380.0,W 4 St & 7 Ave S,40.73401143,-74.00293877,3518.0,4.57,380,40.73401143,-74.00293877,3538,4.55
472.0,E 32 St & Park Ave,40.745712100000006,-73.98194829,3492.0,4.54,472,40.745712100000006,-73.98194829,3477,4.47
3165.0,Central Park West & W 72 St,40.77579377,-73.97620574,3487.0,4.53,3165,40.77579377,-73.97620574,3202,4.12
3687.0,E 33 St & 1 Ave,40.74322681,-73.97449784,3481.0,4.53,3687,40.74322681,-73.97449784,3298,4.24
486.0,Broadway & W 29 St,40.7462009,-73.98855723,3428.0,4.46,486,40.7462009,-73.98855723,3428,4.41
3141.0,1 Ave & E 68 St,40.76500525,-73.95818491,3414.0,4.44,3141,40.76500525,-73.95818491,3449,4.44
507.0,E 25 St & 2 Ave,40.73912601,-73.97973776,3413.0,4.44,507,40.73912601,-73.97973776,3309,4.26
127.0,Barrow St & Hudson St,40.73172428,-74.00674436,3409.0,4.43,127,40.73172428,-74.00674436,3425,4.41
494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,3405.0,4.43,494,40.74734825,-73.99723551,3282,4.22
128.0,MacDougal St & Prince St,40.72710258,-74.00297088,3399.0,4.42,128,40.72710258,-74.00297088,3416,4.4
442.0,W 27 St & 7 Ave,40.746646999999996,-73.993915,3369.0,4.38,442,40.746646999999996,-73.993915,3403,4.38
525.0,W 34 St & 11 Ave,40.75594159,-74.0021163,3355.0,4.36,525,40.75594159,-74.0021163,3652,4.7
312.0,Allen St & Stanton St,40.722055,-73.989111,3322.0,4.32,312,40.722055,-73.989111,3367,4.33
3164.0,Columbus Ave & W 72 St,40.7770575,-73.97898475,3281.0,4.27,3164,40.7770575,-73.97898475,2515,3.24
496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,3281.0,4.27,496,40.73726186,-73.99238967,3324,4.28
461.0,E 20 St & 2 Ave,40.73587678,-73.98205027,3268.0,4.25,461,40.73587678,-73.98205027,3194,4.11
545.0,E 23 St & 1 Ave,40.736502,-73.97809472,3240.0,4.21,545,40.736502,-73.97809472,3251,4.18
3427.0,Lafayette St & Jersey St,40.72430527,-73.99600983,3235.0,4.21,3427,40.72430527,-73.99600983,3264,4.2
3258.0,W 27 St & 10 Ave,40.75018156,-74.00218427,3226.0,4.2,3258,40.75018156,-74.00218427,3223,4.15
466.0,W 25 St & 6 Ave,40.74395411,-73.99144871,3220.0,4.19,466,40.74395411,-73.99144871,3241,4.17
528.0,2 Ave & E 31 St,40.74290902,-73.97706058,3214.0,4.18,528,40.74290902,-73.97706058,3157,4.06
479.0,9 Ave & W 45 St,40.76019252,-73.9912551,3214.0,4.18,479,40.76019252,-73.9912551,3234,4.16
405.0,Washington St & Gansevoort St,40.739323,-74.008119,3202.0,4.16,405,40.739323,-74.008119,3225,4.15
438.0,St Marks Pl & 1 Ave,40.72779126,-73.98564945,3164.0,4.11,438,40.72779126,-73.98564945,3326,4.28
520.0,W 52 St & 5 Ave,40.75992262,-73.97648516,3144.0,4.09,520,40.75992262,-73.97648516,3318,4.27
3256.0,Pier 40 - Hudson River Park,40.72771408,-74.01129574,3144.0,4.09,3256,40.72771408,-74.01129574,3190,4.11
3282.0,5 Ave & E 88 St,40.78307,-73.95939,3104.0,4.04,3282,40.78307,-73.95939,3102,3.99
297.0,E 15 St & 3 Ave,40.734232,-73.986923,3098.0,4.03,297,40.734232,-73.986923,3087,3.97
498.0,Broadway & W 32 St,40.74854862,-73.98808416,3098.0,4.03,498,40.74854862,-73.98808416,3117,4.01
236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,3095.0,4.02,236,40.7284186,-73.98713956,3069,3.95
518.0,E 39 St & 2 Ave,40.74780373,-73.97344190000001,3089.0,4.02,518,40.74780373,-73.97344190000001,3074,3.96
3664.0,North Moore St & Greenwich St,40.72019521,-74.01030064,3057.0,3.98,3664,40.72019521,-74.01030064,3663,4.71
439.0,E 4 St & 2 Ave,40.726280700000004,-73.98978041,3053.0,3.97,439,40.726280700000004,-73.98978041,3036,3.91
326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,3034.0,3.95,326,40.72953837,-73.98426726,3027,3.9
212.0,W 16 St & The High Line,40.74334935,-74.00681753,3029.0,3.94,212,40.74334935,-74.00681753,3080,3.96
223.0,W 13 St & 7 Ave,40.73781509,-73.99994661,3027.0,3.94,223,40.73781509,-73.99994661,3011,3.88
474.0,5 Ave & E 29 St,40.7451677,-73.98683077,3018.0,3.92,474,40.7451677,-73.98683077,3082,3.97
3163.0,Central Park West & W 68 St,40.7734066,-73.97782542,3014.0,3.92,3163,40.7734066,-73.97782542,2571,3.31
161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,2999.0,3.9,161,40.72917025,-73.99810231,3007,3.87
336.0,Sullivan St & Washington Sq,40.73047747,-73.99906065,2998.0,3.9,336,40.73047747,-73.99906065,3051,3.93
476.0,E 31 St & 3 Ave,40.74394314,-73.97966069,2984.0,3.88,476,40.74394314,-73.97966069,2893,3.72
334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,2977.0,3.87,334,40.74238787,-73.99726235,2978,3.83
462.0,W 22 St & 10 Ave,40.74691959,-74.00451887,2969.0,3.86,462,40.74691959,-74.00451887,2985,3.84
487.0,E 20 St & FDR Drive,40.73314259,-73.97573881,2956.0,3.84,487,40.73314259,-73.97573881,2978,3.83
387.0,Centre St & Chambers St,40.71273266,-74.0046073,2953.0,3.84,387,40.71273266,-74.0046073,3026,3.89
2003.0,1 Ave & E 18 St,40.73381219,-73.98054421,2897.0,3.77,2003,40.73381219,-73.98054421,2813,3.62
453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,2894.0,3.76,453,40.74475148,-73.99915362,2868,3.69
482.0,W 15 St & 7 Ave,40.73935542,-73.99931783,2872.0,3.73,482,40.73935542,-73.99931783,2930,3.77
483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,2870.0,3.73,483,40.73223272,-73.98889957,2837,3.65
252.0,MacDougal St & Washington Sq,40.73226398,-73.99852205,2870.0,3.73,252,40.73226398,-73.99852205,2885,3.71
304.0,Broadway & Battery Pl,40.70463334,-74.01361706,2855.0,3.71,304,40.70463334,-74.01361706,3686,4.74
347.0,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,2842.0,3.7,347,40.728846000000004,-74.00859100000001,2853,3.67
3656.0,E 2 St & Avenue A,40.72307749,-73.98583621,2826.0,3.67,3656,40.72307749,-73.98583621,2828,3.64
3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,2816.0,3.66,3137,40.77282817,-73.96685276,2829,3.64
307.0,Canal St & Rutgers St,40.71427487,-73.98990025,2815.0,3.66,307,40.71427487,-73.98990025,2800,3.6
301.0,E 2 St & Avenue B,40.72217444,-73.98368779,2806.0,3.65,301,40.72217444,-73.98368779,2763,3.56
530.0,11 Ave & W 59 St,40.77149671,-73.99046034,2798.0,3.64,530,40.77149671,-73.99046034,2796,3.6
526.0,E 33 St & 5 Ave,40.74765947,-73.98490707,2796.0,3.64,526,40.74765947,-73.98490707,2789,3.59
531.0,Forsyth St & Broome St,40.71893904,-73.99266288,2794.0,3.63,531,40.71893904,-73.99266288,2796,3.6
447.0,8 Ave & W 52 St,40.76370739,-73.9851615,2789.0,3.63,447,40.76370739,-73.9851615,2785,3.58
3260.0,Mercer St & Bleecker St,40.72706363,-73.99662137,2786.0,3.62,3260,40.72706363,-73.99662137,2851,3.67
251.0,Mott St & Prince St,40.72317958,-73.99480012,2784.0,3.62,251,40.72317958,-73.99480012,2794,3.6
167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,2782.0,3.62,167,40.7489006,-73.97604882,2805,3.61
3708.0,W 13 St & 5 Ave,40.735445,-73.99431,2765.0,3.6,3708,40.735445,-73.99431,2785,3.58
377.0,6 Ave & Canal St,40.72243797,-74.00566443,2763.0,3.59,377,40.72243797,-74.00566443,3172,4.08
2008.0,Little West St & 1 Pl,40.70569254,-74.01677685,2749.0,3.57,2008,40.70569254,-74.01677685,2745,3.53
470.0,W 20 St & 8 Ave,40.74345335,-74.00004031,2747.0,3.57,470,40.74345335,-74.00004031,2716,3.5
3167.0,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,2747.0,3.57,3167,40.77966809,-73.98093045,2702,3.48
237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,2746.0,3.57,237,40.73047309,-73.98672378,2734,3.52
335.0,Washington Pl & Broadway,40.72903917,-73.99404649,2731.0,3.55,335,40.72903917,-73.99404649,2857,3.68
503.0,E 20 St & Park Ave,40.73827428,-73.98751968,2713.0,3.53,503,40.73827428,-73.98751968,2718,3.5
350.0,Clinton St & Grand St,40.71559509,-73.9870295,2684.0,3.49,350,40.71559509,-73.9870295,2668,3.43
478.0,11 Ave & W 41 St,40.76030096,-73.99884222,2680.0,3.49,478,40.76030096,-73.99884222,2743,3.53
2021.0,W 45 St & 8 Ave,40.75929124,-73.98859651,2655.0,3.45,2021,40.75929124,-73.98859651,2640,3.4
3709.0,W 15 St & 6 Ave,40.73804614,-73.99642959,2644.0,3.44,3709,40.73804614,-73.99642959,2625,3.38
524.0,W 43 St & 6 Ave,40.75527307,-73.98316936,2643.0,3.44,524,40.75527307,-73.98316936,2735,3.52
450.0,W 49 St & 8 Ave,40.76227205,-73.98788205,2633.0,3.42,450,40.76227205,-73.98788205,2571,3.31
3235.0,E 41 St & Madison Ave,40.75216528,-73.97992194,2628.0,3.42,3235,40.75216528,-73.97992194,2646,3.41
3236.0,W 42 St & Dyer Ave,40.75898481,-73.99379969,2616.0,3.4,3236,40.75898481,-73.99379969,2408,3.1
529.0,W 42 St & 8 Ave,40.75756989999999,-73.99098507,2611.0,3.4,529,40.75756989999999,-73.99098507,2604,3.35
72.0,W 52 St & 11 Ave,40.76727216,-73.99392888,2608.0,3.39,72,40.76727216,-73.99392888,2558,3.29
317.0,E 6 St & Avenue B,40.72453734,-73.98185424,2593.0,3.37,317,40.72453734,-73.98185424,2625,3.38
401.0,Allen St & Rivington St,40.72019576,-73.98997825,2580.0,3.36,401,40.72019576,-73.98997825,2535,3.26
361.0,Allen St & Hester St,40.71605866,-73.99190759,2566.0,3.34,361,40.71605866,-73.99190759,2547,3.28
403.0,E 2 St & 2 Ave,40.72502876,-73.99069656,2561.0,3.33,403,40.72502876,-73.99069656,2540,3.27
501.0,FDR Drive & E 35 St,40.744219,-73.97121214,2539.0,3.3,501,40.744219,-73.97121214,2656,3.42
3467.0,W Broadway & Spring Street,40.72494672,-74.00165856,2528.0,3.29,3467,40.72494672,-74.00165856,2616,3.37
383.0,Greenwich Ave & Charles St,40.735238,-74.000271,2524.0,3.28,383,40.735238,-74.000271,2518,3.24
3746.0,6 Ave & Broome St,40.72430832,-74.00473036,2499.0,3.25,3746,40.72430832,-74.00473036,2531,3.26
2012.0,E 27 St & 1 Ave,40.739445,-73.97680600000001,2487.0,3.23,2012,40.739445,-73.97680600000001,2458,3.16
3724.0,7 Ave & Central Park South,40.76674056,-73.97906899,2481.0,3.23,3724,40.76674056,-73.97906899,2502,3.22
3142.0,1 Ave & E 62 St,40.761227399999996,-73.96094022,2475.0,3.22,3142,40.761227399999996,-73.96094022,2487,3.2
3016.0,Kent Ave & N 7 St,40.72036775,-73.96165073,2473.0,3.22,3016,40.72036775,-73.96165073,2605,3.35
254.0,W 11 St & 6 Ave,40.73532427,-73.99800419,2472.0,3.21,254,40.73532427,-73.99800419,2462,3.17
319.0,Fulton St & Broadway,40.711065999999995,-74.009447,2469.0,3.21,319,40.711065999999995,-74.009447,2519,3.24
267.0,Broadway & W 36 St,40.75097711,-73.98765428,2467.0,3.21,267,40.75097711,-73.98765428,2368,3.05
388.0,W 26 St & 10 Ave,40.74971775,-74.00295035,2457.0,3.2,388,40.74971775,-74.00295035,2500,3.22
3168.0,Central Park West & W 85 St,40.78472675,-73.96961715,2453.0,3.19,3168,40.78472675,-73.96961715,2313,2.98
3140.0,1 Ave & E 78 St,40.77140426,-73.9535166,2441.0,3.17,3140,40.77140426,-73.9535166,2430,3.13
546.0,E 30 St & Park Ave S,40.74444921,-73.98303529,2438.0,3.17,546,40.74444921,-73.98303529,2460,3.17
257.0,Lispenard St & Broadway,40.71939226,-74.00247214,2428.0,3.16,257,40.71939226,-74.00247214,2462,3.17
315.0,South St & Gouverneur Ln,40.70355377,-74.00670227,2424.0,3.15,315,40.70355377,-74.00670227,2432,3.13
265.0,Stanton St & Chrystie St,40.72229346,-73.99147535,2423.0,3.15,265,40.72229346,-73.99147535,2440,3.14
536.0,1 Ave & E 30 St,40.74144387,-73.97536082,2420.0,3.15,536,40.74144387,-73.97536082,2452,3.16
539.0,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2420.0,3.15,539,40.71534825,-73.96024116,2605,3.35
495.0,W 47 St & 10 Ave,40.76269882,-73.99301222,2417.0,3.14,495,40.76269882,-73.99301222,2383,3.07
3093.0,N 6 St & Bedford Ave,40.71745169,-73.95850939,2404.0,3.13,3093,40.71745169,-73.95850939,2406,3.1
3458.0,W 55 St & 6 Ave,40.76309387,-73.97835016,2402.0,3.12,3458,40.76309387,-73.97835016,2438,3.14
532.0,S 5 Pl & S 5 St,40.710451,-73.960876,2398.0,3.12,532,40.710451,-73.960876,2343,3.02
533.0,Broadway & W 38 St,40.75299641,-73.98721619,2385.0,3.1,533,40.75299641,-73.98721619,2384,3.07
3718.0,E 11 St & Avenue B,40.72746421,-73.97950418,2382.0,3.1,3718,40.72746421,-73.97950418,2191,2.82
3158.0,W 63 St & Broadway,40.77163851,-73.98261428,2381.0,3.1,3158,40.77163851,-73.98261428,2247,2.89
515.0,W 43 St & 10 Ave,40.76009437,-73.99461843,2367.0,3.08,515,40.76009437,-73.99461843,2362,3.04
303.0,Mercer St & Spring St,40.72362738,-73.99949601,2357.0,3.07,303,40.72362738,-73.99949601,2453,3.16
195.0,Liberty St & Broadway,40.70905623,-74.01043382,2355.0,3.06,195,40.70905623,-74.01043382,2407,3.1
412.0,Forsyth St & Canal St,40.715815500000005,-73.99422366,2351.0,3.06,412,40.715815500000005,-73.99422366,2356,3.03
305.0,E 58 St & 3 Ave,40.76095756,-73.96724467,2329.0,3.03,305,40.76095756,-73.96724467,2347,3.02
540.0,Lexington Ave & E 29 St,40.74311555,-73.98215353,2292.0,2.98,540,40.74311555,-73.98215353,2306,2.97
460.0,S 4 St & Wythe Ave,40.71285887,-73.96590294,2285.0,2.97,460,40.71285887,-73.96590294,2258,2.91
280.0,E 10 St & 5 Ave,40.73331967,-73.99510132,2279.0,2.96,280,40.73331967,-73.99510132,2281,2.94
174.0,E 25 St & 1 Ave,40.7381765,-73.97738662,2274.0,2.96,174,40.7381765,-73.97738662,2282,2.94
268.0,Howard St & Centre St,40.71910537,-73.99973337,2268.0,2.95,268,40.71910537,-73.99973337,2272,2.92
3463.0,E 16 St & Irving Pl,40.73536706,-73.98797393,2259.0,2.94,3463,40.73536706,-73.98797393,2272,2.92
3472.0,W 15 St & 10 Ave,40.74275383,-74.00747359,2258.0,2.94,3472,40.74275383,-74.00747359,2320,2.99
448.0,W 37 St & 10 Ave,40.75660359,-73.9979009,2235.0,2.91,448,40.75660359,-73.9979009,2220,2.86
3658.0,W 18 St & 9 Ave,40.74353373,-74.00367558,2233.0,2.9,3658,40.74353373,-74.00367558,2261,2.91
394.0,E 9 St & Avenue C,40.72521311,-73.97768752,2219.0,2.89,394,40.72521311,-73.97768752,2033,2.62
346.0,Bank St & Hudson St,40.73652889,-74.00618026,2218.0,2.88,346,40.73652889,-74.00618026,2210,2.84
3143.0,5 Ave & E 78 St,40.77632142,-73.96427393,2212.0,2.88,3143,40.77632142,-73.96427393,2063,2.66
3684.0,W 12 St & W 4 St,40.73756121,-74.00398269,2211.0,2.88,3684,40.73756121,-74.00398269,2218,2.85
325.0,E 19 St & 3 Ave,40.73624527,-73.98473765,2202.0,2.86,325,40.73624527,-73.98473765,2215,2.85
3259.0,9 Ave & W 28 St,40.74937024,-73.99923384,2193.0,2.85,3259,40.74937024,-73.99923384,2204,2.84
508.0,W 46 St & 11 Ave,40.76341379,-73.99667444,2185.0,2.84,508,40.76341379,-73.99667444,2167,2.79
484.0,W 44 St & 5 Ave,40.75500254,-73.98014437,2183.0,2.84,484,40.75500254,-73.98014437,2256,2.9
3295.0,Central Park W & W 96 St,40.791270000000004,-73.964839,2177.0,2.83,3295,40.791270000000004,-73.964839,1892,2.44
3374.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,2138.0,2.78,3374,40.799484,-73.955613,2161,2.78
440.0,E 45 St & 3 Ave,40.75255434,-73.97282625,2122.0,2.76,440,40.75255434,-73.97282625,2158,2.78
363.0,West Thames St,40.70834698,-74.01713445,2121.0,2.76,363,40.70834698,-74.01713445,2114,2.72
480.0,W 53 St & 10 Ave,40.76669671,-73.99061728,2119.0,2.76,480,40.76669671,-73.99061728,2138,2.75
500.0,Broadway & W 51 St,40.76228826,-73.98336183,2115.0,2.75,500,40.76228826,-73.98336183,2157,2.78
417.0,Barclay St & Church St,40.71291224,-74.01020234,2102.0,2.73,417,40.71291224,-74.01020234,2112,2.72
3429.0,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,2101.0,2.73,3429,40.68506807,-73.9779076,2091,2.69
410.0,Suffolk St & Stanton St,40.72066442,-73.98517977,2094.0,2.72,410,40.72066442,-73.98517977,2090,2.69
328.0,Watts St & Greenwich St,40.72405549,-74.00965965,2077.0,2.7,328,40.72405549,-74.00965965,2078,2.67
455.0,1 Ave & E 44 St,40.75001986,-73.96905301,2076.0,2.7,455,40.75001986,-73.96905301,2139,2.75
3159.0,W 67 St & Broadway,40.77492513,-73.98266566,2041.0,2.65,3159,40.77492513,-73.98266566,1955,2.52
485.0,W 37 St & 5 Ave,40.75038009,-73.98338988,2026.0,2.63,485,40.75038009,-73.98338988,1973,2.54
3466.0,W 45 St & 6 Ave -,40.75668721,-73.98257732,2021.0,2.63,3466,40.75668721,-73.98257732,2054,2.64
150.0,E 2 St & Avenue C,40.720873600000004,-73.98085795,2013.0,2.62,150,40.720873600000004,-73.98085795,1908,2.46
3674.0,Jay St & York St,40.70140317,-73.9867267,2012.0,2.62,3674,40.70140317,-73.9867267,1957,2.52
385.0,E 55 St & 2 Ave,40.75797322,-73.96603308,2006.0,2.61,385,40.75797322,-73.96603308,2021,2.6
309.0,Murray St & West St,40.7149787,-74.013012,1975.0,2.57,309,40.7149787,-74.013012,2071,2.67
164.0,E 47 St & 2 Ave,40.75323098,-73.97032517,1951.0,2.54,164,40.75323098,-73.97032517,1992,2.56
502.0,Henry St & Grand St,40.714215,-73.981346,1951.0,2.54,502,40.714215,-73.981346,1911,2.46
311.0,Norfolk St & Broome St,40.7172274,-73.98802084,1950.0,2.54,311,40.7172274,-73.98802084,1948,2.51
3156.0,E 72 St & York Ave,40.76663814,-73.95348296,1927.0,2.51,3156,40.76663814,-73.95348296,1954,2.51
3680.0,E 43 St & 5 Ave,40.75412081,-73.98025185,1923.0,2.5,3680,40.75412081,-73.98025185,1921,2.47
469.0,Broadway & W 53 St,40.76344058,-73.98268129,1921.0,2.5,469,40.76344058,-73.98268129,1942,2.5
3461.0,Murray St & Greenwich St,40.71485151,-74.01122332,1912.0,2.49,3461,40.71485151,-74.01122332,1984,2.55
279.0,Peck Slip & Front St,40.707873,-74.00166999999999,1909.0,2.48,279,40.707873,-74.00166999999999,1966,2.53
3423.0,West Drive & Prospect Park West,40.66106337,-73.97945255,1901.0,2.47,3423,40.66106337,-73.97945255,1899,2.44
3459.0,E 53 St & 3 Ave,40.75763228,-73.96930575,1896.0,2.47,3459,40.75763228,-73.96930575,1914,2.46
473.0,Rivington St & Chrystie St,40.72110063,-73.99192540000001,1893.0,2.46,473,40.72110063,-73.99192540000001,1945,2.5
217.0,Old Fulton St,40.70277159,-73.99383605,1875.0,2.44,217,40.70277159,-73.99383605,2554,3.29
3160.0,Central Park West & W 76 St,40.77896784,-73.97374737,1869.0,2.43,3160,40.77896784,-73.97374737,1658,2.13
3223.0,E 55 St & 3 Ave,40.75899656,-73.96865398,1863.0,2.42,3223,40.75899656,-73.96865398,1872,2.41
238.0,Bank St & Washington St,40.7361967,-74.00859207,1853.0,2.41,238,40.7361967,-74.00859207,1819,2.34
2002.0,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,1844.0,2.4,2002,40.716887,-73.96319799999999,1926,2.48
513.0,W 56 St & 10 Ave,40.768254,-73.988639,1835.0,2.39,513,40.768254,-73.988639,1844,2.37
391.0,Clark St & Henry St,40.69760127,-73.99344559,1822.0,2.37,391,40.69760127,-73.99344559,1578,2.03
3697.0,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,1822.0,2.37,3697,40.77515953,-73.98918696,1833,2.36
522.0,E 51 St & Lexington Ave,40.75714758,-73.97207836,1789.0,2.33,522,40.75714758,-73.97207836,1835,2.36
456.0,E 53 St & Madison Ave,40.75971079999999,-73.97402311,1787.0,2.32,456,40.75971079999999,-73.97402311,1828,2.35
355.0,Bayard St & Baxter St,40.71602118,-73.99974372,1776.0,2.31,355,40.71602118,-73.99974372,1833,2.36
3301.0,Columbus Ave & W 95 St,40.7919557,-73.968087,1775.0,2.31,3301,40.7919557,-73.968087,1730,2.23
3409.0,Bergen St & Smith St,40.686744299999994,-73.99063168,1761.0,2.29,3409,40.686744299999994,-73.99063168,1811,2.33
2000.0,Front St & Washington St,40.70255088,-73.98940236,1757.0,2.28,2000,40.70255088,-73.98940236,1798,2.31
